name,culinary_type,address,link,is_branch,payment_methods,description,price_range,open_schedule,available_facilities,unavailable_facilities,phone,overall_rating,individual_rating,seating_capacity
Coffeeright,Kafe,"Jl. Raya Alternatif Cibubur Kav. DDN 2 No. 12A, Cimanggis, Depok",https://pergikuliner.com/restaurants/depok/coffeeright-cimanggis,True,"Tunai,Visa,Master,Debet,Ovo",,"
                  Di bawah Rp. 50.000 /orang
                ",Senin - Minggu (10:00 - 21:00),"Wifi,Area merokok,Area outdoor,100% Halal,Bisa reservasi,Area parkir","Pesan antar,24 Jam,Ruang VIP,Alkohol,Vegetarian",021 29889289,4.13,"4.2,4.1,3.7,3.7,4.0",
Clovia - Mercure Jakarta Sabang,Barat,"Mercure Jakarta Sabang, Jl. H. Agus Salim No. 11, Menteng, Jakarta Pusat",https://pergikuliner.com/restaurants/jakarta/clovia-mercure-jakarta-sabang-menteng,False,"Tunai,Visa,Master,Debet",,"
                  Rp. 100.000 - Rp. 200.000 /orang
                ",Senin - Minggu (10:00 - 21:00),"Wifi,Area merokok,Area outdoor,100% Halal,Ruang VIP,Bisa reservasi,Area parkir,Alkohol","Pesan antar,24 Jam,Vegetarian",021 39502255,4.18,"4.2,4.1,3.5,4.1,4.2",
Visma Coffee,Kafe,"Visma Art & Design Gallery, Jl. Tegalsari No. 35, Tegalsari, Surabaya",https://pergikuliner.com/restaurants/surabaya/visma-coffee-tegalsari,False,"Tunai,Visa,Master,Debet,Ovo",,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ","Senin - Jumat (07:00 - 20:00), Sabtu - Minggu (08:00 - 20:00)","Wifi,Area merokok,Area outdoor,100% Halal,Bisa reservasi,Area parkir","Pesan antar,24 Jam,Ruang VIP,Alkohol,Vegetarian",031 7346943,4.15,"4.2,4.3,3.8,3.9,4.3",
Djournal Coffee,Kafe,"Pasaraya Grande, Lantai Ground, Jl. Iskandarsyah II, Blok M, Kebayoran Baru, Jakarta Selatan",https://pergikuliner.com/restaurants/jakarta/djournal-coffee-blok-m,True,"Tunai,Visa,Master,Debet",,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ","Senin - Jumat (11:00 - 20:00), Sabtu - Minggu Tutup","Wifi,Area merokok,Area outdoor,100% Halal,Bisa reservasi,Area parkir","Pesan antar,24 Jam,Ruang VIP,Alkohol,Vegetarian",081211117487,4.16,"4.3,4.0,4.2,3.8,4.0",
Twist n Go,Kafe,"Ruko Beach Boulevard, Blok B No. 21, Jl. Pantai Indah Kapuk, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",https://pergikuliner.com/restaurants/jakarta/twist-n-go-pantai-indah-kapuk,True,"Tunai,Visa,Master,Debet,Go-pay,Ovo,Dana",,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ",Senin - Minggu (07:00 - 22:00),"Wifi,Area merokok,Area outdoor,100% Halal,Bisa reservasi,Area parkir","Pesan antar,24 Jam,Ruang VIP,Alkohol,Vegetarian",081319362620,4.11,"4.2,4.5,3.9,4.0,4.1",
Chin Ma Ya,Jepang,"CBD Paramount Serpong, Blok B4 No. 40, SPBU Pertamina, Jl. Gading Serpong Boulevard, Gading Serpong, Serpong, Tangerang",https://pergikuliner.com/restaurants/tangerang/chin-ma-ya-gading-serpong-3,True,"Tunai,Visa,Master,Debet",,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ",Senin - Minggu (06:00 - 23:00),"Wifi,Area merokok,100% Halal,Ruang VIP,Bisa reservasi,Area parkir,Alkohol","Pesan antar,Area outdoor,24 Jam,Vegetarian",021 3503066,4.11,"4.0,4.4,4.1,4.2,4.3",
Kultur Haus,"Jam Buka
Senin - Jumat (09:00 - 24:00), Sabtu - Minggu (07:00 - 24:00)

Buka

","One East, Jl. Kertajaya Indah No. 79, Mulyorejo, Surabaya",https://pergikuliner.com/restaurants/surabaya/kultur-haus-mulyorejo,False,"Tunai,Visa,Master,Debet",,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ",Senin - Minggu (08:00 - 22:00),"Wifi,Area merokok,Area outdoor,100% Halal,Bisa reservasi,Area parkir","Pesan antar,24 Jam,Ruang VIP,Alkohol,Vegetarian",031 99299930,4.08,"4.0,4.7,3.6,4.2,4.2",
Bistecca,Barat,"18 Parc SCBD, Tower C, Lantai Ground, Jl. Jenderal Sudirman Kav 52 - 53, SCBD, Kebayoran Baru, Jakarta Selatan",https://pergikuliner.com/restaurants/jakarta/bistecca-scbd,True,"Tunai,Visa,Master,Debet",,"
                  Di atas Rp. 200.000 /orang
                ","Senin - Jumat (07:00 - 22:00), Sabtu - Minggu (09:00 - 22:00)","Wifi,Area merokok,Ruang VIP,Bisa reservasi,Area parkir,Alkohol","Pesan antar,Area outdoor,24 Jam,100% Halal,Vegetarian",021 29306936,4.16,"4.4,4.0,4.2,4.2,4.1",
Shabu - Shabu House,Jepang,"Plaza Indonesia, Lantai 1, Jl. MH Thamrin, Thamrin, Jakarta Pusat",https://pergikuliner.com/restaurants/jakarta/shabu-shabu-house-thamrin-1,False,"Tunai,Visa,Master,Debet",,"
                  Rp. 100.000 - Rp. 200.000 /orang
                ",Senin - Minggu (08:00 - 20:00),"Wifi,Area merokok,100% Halal,Ruang VIP,Bisa reservasi,Area parkir,Alkohol","Pesan antar,Area outdoor,24 Jam,Vegetarian",081280002576,4.05,"4.1,4.1,4.0,4.1,4.3",
J.CO Donuts & Coffee,Kafe,"Puri Indah Mall, Lantai Ground, Jl. Puri Indah Raya, Puri, Jakarta Barat",https://pergikuliner.com/restaurants/jakarta/j-co-donuts-dan-coffee-puri,True,"Tunai,Visa,Master,Debet",,"
                  Di bawah Rp. 50.000 /orang
                ",Senin - Minggu (09:00 - 24:00),"Wifi,Pesan antar,Area merokok,Area outdoor,100% Halal,Bisa reservasi,Area parkir","24 Jam,Ruang VIP,Alkohol,Vegetarian",081213645120,3.94,"3.9,4.4,3.8,3.9,4.5",
Social Affair Coffee & Baked House,Kafe,"Mal Kelapa Gading 3, Lantai Ground, Jl. Kelapa Gading Boulevard, Kelapa Gading, Jakarta Utara",https://pergikuliner.com/restaurants/jakarta/social-affair-coffee-dan-baked-house-kelapa-gading,True,"Tunai,Visa,Master,Debet",,"
                  Rp. 100.000 - Rp. 200.000 /orang
                ","Senin - Jumat (09:00 - 24:00), Sabtu - Minggu (07:00 - 24:00)","Wifi,Bisa reservasi,Area parkir,Alkohol","Pesan antar,Area merokok,Area outdoor,24 Jam,100% Halal,Ruang VIP,Vegetarian",031 60010609,4.0,"4.1,4.5,3.5,4.1,4.1",
Kikugawa,Jepang,"Jl. Cikini IV No. 13, Cikini, Menteng, Jakarta Pusat",https://pergikuliner.com/restaurants/jakarta/kikugawa-cikini,False,"Tunai,Visa,Master,Debet",,"
                  Rp. 100.000 - Rp. 200.000 /orang
                ",Senin - Minggu (11:00 - 21:00),"Wifi,Area merokok,Bisa reservasi,Area parkir,Alkohol","Pesan antar,Area outdoor,24 Jam,100% Halal,Ruang VIP,Vegetarian",021 5151660,3.96,"4.2,4.5,3.3,4.4,4.4",
Home Brew Coffee & Eatery,Kafe,"Nite & Day Residence, Lantai P3, Jl. Alam Utama No. 1, Alam Sutera, Serpong, Tangerang Selatan",https://pergikuliner.com/restaurants/tangerang/home-brew-coffee-dan-eatery-alam-sutera,False,"Tunai,Visa,Master,Debet,Go-pay,Ovo",,"
                  Di bawah Rp. 50.000 /orang
                ",Senin - Minggu (10:00 - 22:00),"Wifi,Area merokok,Area outdoor,100% Halal,Ruang VIP,Bisa reservasi,Area parkir","Pesan antar,24 Jam,Alkohol,Vegetarian",021 29923677,3.96,"4.5,4.1,3.8,3.9,3.9",Kapasitas:  150 kursi
Michelle Bakery,Toko Roti dan Kue,"Jl. Raya Pajajaran No. 14, Bogor Timur, Bogor",https://pergikuliner.com/restaurants/bogor/michelle-bakery-bogor-timur,True,"Tunai,Visa,Master,Debet",,"
                  Di bawah Rp. 50.000 /orang
                ","Senin - Kamis (08:00 - 20:00), Jumat - Sabtu (08:00 - 21:00), Minggu (08:00 - 20:00)","Pesan antar,100% Halal,Area parkir","Wifi,Area merokok,Area outdoor,24 Jam,Ruang VIP,Bisa reservasi,Alkohol,Vegetarian",021 72790565,4.05,"4.0,4.4,3.9,4.3,3.9",
Baked & Brewed Coffee and Kitchen,Kafe,"Colonial Building, Jl. Salak No. 6, Bogor Tengah, Bogor",https://pergikuliner.com/restaurants/bogor/baked-dan-brewed-coffee-and-kitchen-bogor-tengah,True,"Tunai,Visa,Master,Debet,Go-pay,Ovo,Dana",,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ",Senin - Minggu (09:00 - 21:00),"Wifi,Area merokok,Area outdoor,100% Halal,Bisa reservasi,Area parkir","Pesan antar,24 Jam,Ruang VIP,Alkohol,Vegetarian",021 5822617,4.02,"4.0,4.0,3.9,3.9,3.8",
Fukuro,Jepang,"Fairgrounds, SCBD Lot 14, Jl. Jenderal Sudirman Kav. 52 - 53, SCBD, Kebayoran Baru, Jakarta Selatan",https://pergikuliner.com/restaurants/jakarta/fukuro-scbd,True,"Tunai,Visa,Master,Debet",,"
                  Di atas Rp. 200.000 /orang
                ",Senin - Minggu (10:00 - 22:00),"Wifi,Area merokok,100% Halal,Ruang VIP,Bisa reservasi,Area parkir,Alkohol","Pesan antar,Area outdoor,24 Jam,Vegetarian",081299888696,4.09,"4.1,4.0,3.8,4.0,4.1",
Fish Village,China,"Jl. Pluit Permai No. 37, Pluit, Penjaringan, Jakarta Utara",https://pergikuliner.com/restaurants/jakarta/fish-village-pluit,True,"Tunai,Visa,Master,Debet,Go-pay,Ovo,Dana",,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ",Senin - Minggu (11:00 - 23:00),"Wifi,Ruang VIP,Bisa reservasi,Area parkir,Alkohol","Pesan antar,Area merokok,Area outdoor,24 Jam,100% Halal,Vegetarian",021 30006723,3.99,"4.6,4.0,3.4,4.2,4.1",
Cerita Roti,Toko Roti,"Mall Artha Gading, Lantai Ground, Jl. Boulevard Artha Gading, Kelapa Gading, Jakarta Utara",https://pergikuliner.com/restaurants/jakarta/cerita-roti-kelapa-gading,True,"Tunai,Visa,Master,Debet,Go-pay,Dana",,"
                  Di bawah Rp. 50.000 /orang
                ","Senin - Minggu (11:30 - 15:00, 17:30 - 22:00)","Area merokok,Area outdoor,100% Halal,Area parkir","Wifi,Pesan antar,24 Jam,Ruang VIP,Bisa reservasi,Alkohol,Vegetarian",021 3150668,4.52,"4.3,3.9,4.0,3.8,3.8",
Kluwih,Indonesia,"Jl. Bina Marga I No. 12, Bogor Timur, Bogor",https://pergikuliner.com/restaurants/bogor/kluwih-bogor-timur,False,"Tunai,Visa,Master,Debet",,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ",Senin - Minggu (07:00 - 21:00),"Wifi,Area merokok,Area outdoor,100% Halal,Ruang VIP,Bisa reservasi,Area parkir","Pesan antar,24 Jam,Alkohol,Vegetarian",021 29779291,3.94,"3.9,4.4,3.5,3.9,4.1",
Francis Artisan Bakery,Toko Roti dan Kue,"Mal Kelapa Gading 3, Lantai Ground, Jl. Kelapa Gading Boulevard, Kelapa Gading, Jakarta Utara",https://pergikuliner.com/restaurants/jakarta/francis-artisan-bakery-kelapa-gading,True,"Tunai,Visa,Master,Debet",,"
                  Di bawah Rp. 50.000 /orang
                ",Senin - Minggu (07:00 - 21:00),"100% Halal,Area parkir","Wifi,Pesan antar,Area merokok,Area outdoor,24 Jam,Ruang VIP,Bisa reservasi,Alkohol,Vegetarian",0251 8310921,4.01,"4.2,3.7,4.3,4.0,4.1",
Holycow! STEAKHOUSE by Chef Afit,Barat,"Jl. Panjang Arteri Kelapa Dua No. 18, Kebon Jeruk, Jakarta Barat",https://pergikuliner.com/restaurants/jakarta/holycow-steakhouse-by-chef-afit-kebon-jeruk,True,"Tunai,Visa,Master,Debet",,"
                  Di atas Rp. 200.000 /orang
                ",Senin - Minggu (08:00 - 22:00),"Area merokok,Area outdoor,100% Halal,Area parkir","Wifi,Pesan antar,24 Jam,Ruang VIP,Bisa reservasi,Alkohol,Vegetarian",08119359933,3.95,"4.0,4.4,3.9,4.0,3.9",
IKEA Alam Sutera,Barat,"Jl. Jalur Sutera Boulevard No. 45, Alam Sutera, Serpong, Tangerang Selatan",https://pergikuliner.com/restaurants/tangerang/ikea-alam-sutera-alam-sutera,True,"Tunai,Visa,Master,Debet",,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ","Senin - Jumat (10:00 - 20:00), Sabtu - Minggu (10:00 - 21:00)","Wifi,100% Halal,Area parkir","Pesan antar,Area merokok,Area outdoor,24 Jam,Ruang VIP,Bisa reservasi,Alkohol,Vegetarian",08118187807,3.91,"4.2,3.7,3.8,3.9,4.2",
Becca's Bakehouse,Kafe,"Harris Suites Puri, Lantai 1, Jl. Lingkar Luar Barat, Puri, Jakarta Barat",https://pergikuliner.com/restaurants/jakarta/becca-s-bakehouse-puri,True,Tunai,,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ","Senin - Kamis (11:00 - 24:00), Jumat - Sabtu (11:00 - 01:00), Minggu (11:00 - 24:00)","100% Halal,Area parkir","Wifi,Pesan antar,Area merokok,Area outdoor,24 Jam,Ruang VIP,Bisa reservasi,Alkohol,Vegetarian",021 51400821,4.65,"4.3,4.4,3.4,4.3,4.2",
Tony Roma's,Barat,"UOB Plaza, Thamrin Nine, Lantai Mezzanine, Jl. MH Thamrin No. 10, Thamrin, Jakarta Pusat",https://pergikuliner.com/restaurants/jakarta/tony-roma-s-thamrin,True,"Tunai,Visa,Master,Debet","Serving high quality and different types of choices Food The dining experience The restaurant ambience Restaurant cleanliness Something unique The Size and the price factor

Be it by the streets restaurant, nestled in food courts or cozy restaurants, Fish Head Noodles are highly adored among all people, easy on the wallet and endless fun to the palate.","
                  Di atas Rp. 200.000 /orang
                ",Senin - Minggu (10:00 - 21:00),"Wifi,Area merokok,Ruang VIP,Bisa reservasi,Area parkir,Alkohol","Pesan antar,Area outdoor,24 Jam,100% Halal,Vegetarian",021 66679377,4.06,"4.2,3.8,3.9,4.1,4.1",
Hoghock,China,"Ruko Golden 8, Blok K No. 5, Jl. Ki Hajar Dewantara, Gading Serpong, Serpong, Tangerang",https://pergikuliner.com/restaurants/tangerang/hoghock-gading-serpong-2,True,"Tunai,Visa,Master,Debet",,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ",Senin - Minggu (10:00 - 21:00),"Wifi,Ruang VIP,Bisa reservasi,Area parkir,Alkohol","Pesan antar,Area merokok,Area outdoor,24 Jam,100% Halal,Vegetarian",021 2295 6067,3.99,"4.6,4.0,4.8,4.6,4.6",
La Ricchi Ice Cream,Es Krim,"Emporium Pluit Mall, Lantai 4, Food Empire, Jl. Pluit Selatan Raya, Pluit, Penjaringan, Jakarta Utara",https://pergikuliner.com/restaurants/jakarta/la-ricchi-ice-cream-pluit,True,"Tunai,Debet",,"
                  Di bawah Rp. 50.000 /orang
                ",Senin - Minggu (10:00 - 21:00),"100% Halal,Area parkir","Wifi,Pesan antar,Area merokok,Area outdoor,24 Jam,Ruang VIP,Bisa reservasi,Alkohol,Vegetarian",0251 7545323,4.06,"4.0,4.1,3.8,4.0,3.9",
Seroeni,China,"Plaza Senayan, Lantai 3, Jl. Asia Afrika, Senayan, Jakarta Selatan",https://pergikuliner.com/restaurants/jakarta/seroeni-senayan,True,"Tunai,Visa,Master,Debet",,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ",Senin - Minggu (10:00 - 22:00),"Wifi,100% Halal,Ruang VIP,Bisa reservasi,Area parkir","Pesan antar,Area merokok,Area outdoor,24 Jam,Alkohol,Vegetarian",021 45876436,4.04,"4.2,3.9,4.0,3.8,4.1",
The RR Chocolate - Grand Sahid Jaya Hotel,Kafe,"Grand Sahid Jaya Hotel, Jl. Jenderal Sudirman Kav. 86, Sudirman, Jakarta Pusat",https://pergikuliner.com/restaurants/jakarta/the-rr-chocolate-grand-sahid-jaya-hotel-sudirman,True,"Tunai,Visa,Master,Debet,Go-pay,Ovo,Dana",,"
                  Rp. 100.000 - Rp. 200.000 /orang
                ",Senin - Minggu (10:00 - 21:00),"Wifi,Area merokok,Area outdoor,100% Halal,Bisa reservasi,Area parkir","Pesan antar,24 Jam,Ruang VIP,Alkohol,Vegetarian",021 5820797,4.43,"4.6,3.4,4.1,4.4,4.1",
Hanamasa,Jepang,"Jl. Raya Alternatif Cibubur KM. 1, Cimanggis, Depok",https://pergikuliner.com/restaurants/depok/hanamasa-cimanggis,True,"Tunai,Visa,Master,Debet",,"
                  Di atas Rp. 200.000 /orang
                ",Senin - Minggu (11:00 - 21:00),"Wifi,100% Halal,Bisa reservasi,Area parkir","Pesan antar,Area merokok,Area outdoor,24 Jam,Ruang VIP,Alkohol,Vegetarian",021 53662815,4.37,"4.4,3.6,4.1,3.8,3.9",
Chia-Yo Express,Yoghurt,"Kemang Village (Lippo Mall Kemang), Lantai 2, Jl. Pangeran Antasari, Kemang, Jakarta Selatan",https://pergikuliner.com/restaurants/jakarta/chia-yo-express-kemang,True,Tunai,,"
                  Di bawah Rp. 50.000 /orang
                ",Senin - Minggu (09:30 - 21:30),"100% Halal,Area parkir","Wifi,Pesan antar,Area merokok,Area outdoor,24 Jam,Ruang VIP,Bisa reservasi,Alkohol,Vegetarian",021 29853900,4.4,"4.1,3.8,4.0,3.8,3.9",
Kopi@Kopi Ground Zero,Kafe,"Komplek Ruko Bukit Gading Indah, Blok Q No. 35 - 36, Jl. Gading Kirana Timur IX, Kelapa Gading, Jakarta Utara",https://pergikuliner.com/restaurants/jakarta/kopi-at-kopi-ground-zero-kelapa-gading,True,"Tunai,Visa,Master,Debet,Go-pay,Ovo",,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ",Senin - Minggu (08:00 - 18:00),"Wifi,Area merokok,Area outdoor,100% Halal,Bisa reservasi,Area parkir","Pesan antar,24 Jam,Ruang VIP,Alkohol,Vegetarian",082111813535,4.43,"4.8,4.3,4.8,4.8,4.8",
Yomie's Rice X Yogurt,Yoghurt,"Mal Kelapa Gading 3, Lantai 2, Jl. Kelapa Gading Boulevard, Kelapa Gading, Jakarta Utara",https://pergikuliner.com/restaurants/jakarta/yomie-s-rice-x-yogurt-kelapa-gading,True,"Tunai,Visa,Master,Debet",,"
                  Di bawah Rp. 50.000 /orang
                ",Senin - Minggu (10:00 - 22:00),"100% Halal,Area parkir","Wifi,Pesan antar,Area merokok,Area outdoor,24 Jam,Ruang VIP,Bisa reservasi,Alkohol,Vegetarian",021 55684190,3.99,"4.3,4.0,3.8,3.8,4.2",
Medja,Indonesia,"Jl. Pajajaran Indah V No. 6, Bogor Timur, Bogor",https://pergikuliner.com/restaurants/bogor/medja-bogor-timur,False,"Tunai,Visa,Master,Debet",,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ",Senin - Minggu (10:00 - 21:00),"Wifi,Area merokok,Area outdoor,100% Halal,Ruang VIP,Bisa reservasi,Area parkir","Pesan antar,24 Jam,Alkohol,Vegetarian",021 29071909,3.99,"4.4,3.6,4.1,4.3,4.0",
Sushi Tei,Jepang,"Emporium Pluit Mall, Lantai 2, Jl. Pluit Selatan Raya, Pluit, Penjaringan, Jakarta Utara",https://pergikuliner.com/restaurants/jakarta/sushi-tei-pluit,True,"Tunai,Visa,Master,Debet",,"
                  Rp. 100.000 - Rp. 200.000 /orang
                ",Senin - Minggu (10:00 - 21:00),"100% Halal,Ruang VIP,Bisa reservasi,Area parkir","Wifi,Pesan antar,Area merokok,Area outdoor,24 Jam,Alkohol,Vegetarian",021 5725187,4.0,"4.2,4.1,3.9,4.1,4.1",
Paul,Kafe,"Plaza Indonesia, Lantai 2, Jl. MH Thamrin, Thamrin, Jakarta Pusat",https://pergikuliner.com/restaurants/jakarta/paul-thamrin,True,"Tunai,Visa,Master,Debet",,"
                  Rp. 100.000 - Rp. 200.000 /orang
                ","Senin - Jumat (09:00 - 21:00), Sabtu - Minggu (08:00 - 21:00)","Wifi,Bisa reservasi,Area parkir,Alkohol","Pesan antar,Area merokok,Area outdoor,24 Jam,100% Halal,Ruang VIP,Vegetarian",021 39703339,3.98,"4.2,4.5,4.2,4.7,4.7",
Shaburi & Kintan Buffet,Jepang,"Kemang Village (Lippo Mall Kemang), Lantai Ground, Jl. Pangeran Antasari, Kemang, Jakarta Selatan",https://pergikuliner.com/restaurants/jakarta/shaburi-dan-kintan-buffet-kemang,True,"Tunai,Visa,Master,Debet",,"
                  Di atas Rp. 200.000 /orang
                ",Senin - Minggu (11:00 - 20:00),"100% Halal,Bisa reservasi,Area parkir","Wifi,Pesan antar,Area merokok,Area outdoor,24 Jam,Ruang VIP,Alkohol,Vegetarian",021 84598808,4.22,"4.5,4.3,4.3,4.3,4.3",
Hallo Surabaya Heritage,Indonesia,"Jl. R.A Kartini No. 12, Tegalsari, Surabaya",https://pergikuliner.com/restaurants/surabaya/hallo-surabaya-heritage-tegalsari,False,"Tunai,Visa,Master,Debet,Ovo",,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ",Senin - Minggu (10:00 - 21:00),"Wifi,Area merokok,Area outdoor,100% Halal,Ruang VIP,Bisa reservasi,Area parkir","Pesan antar,24 Jam,Alkohol,Vegetarian",081932331201,4.22,"4.5,4.0,4.7,4.3,4.5",
KFC,"Jam Buka
Senin - Jumat (09:00 - 22:00), Sabtu - Minggu (09:00 - 22:00)

Buka

","Jl. Merdeka No. 27 - 29, Merdeka, Bandung",https://pergikuliner.com/restaurants/bandung/kfc-merdeka-2,True,"Tunai,Visa,Master,Debet",,"
                  Di bawah Rp. 50.000 /orang
                ",Senin - Minggu (07:00 - 22:00),"Wifi,Pesan antar,Area merokok,Area outdoor,100% Halal,Area parkir","24 Jam,Ruang VIP,Bisa reservasi,Alkohol,Vegetarian",081913521495,4.22,"4.2,4.5,4.2,4.7,4.7",
Ow My Plate,Jepang,"Jl. Raya Joglo No. 28, Meruya, Jakarta Barat",https://pergikuliner.com/restaurants/jakarta/ow-my-plate-meruya,True,"Tunai,Visa,Master,Debet",,"
                  Di bawah Rp. 50.000 /orang
                ",Senin - Minggu (10:00 - 22:00),"Wifi,Area merokok,Area outdoor,100% Halal,Bisa reservasi,Area parkir","Pesan antar,24 Jam,Ruang VIP,Alkohol,Vegetarian",081285175094,4.2,"4.3,3.9,3.5,4.2,4.1",
Ojju,Korea,"Mall of Indonesia, Lantai 1, Jl. Boulevard Barat Gading, Kelapa Gading, Jakarta Utara",https://pergikuliner.com/restaurants/jakarta/ojju-kelapa-gading,True,"Tunai,Visa,Master,Debet",,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ","Senin - Jumat (11:00 - 21:00), Sabtu - Minggu (10:00 - 21:00)","Wifi,100% Halal,Bisa reservasi,Area parkir","Pesan antar,Area merokok,Area outdoor,24 Jam,Ruang VIP,Alkohol,Vegetarian",0251 8385841,4.13,"3.7,4.5,3.5,4.0,4.2",
Cinnamon - Mandarin Oriental Hotel,"Barat,Indonesia,China","Mandarin Oriental Hotel, Lantai Lobby, Jl. MH Thamrin, Thamrin, Jakarta Pusat",https://pergikuliner.com/restaurants/jakarta/cinnamon-mandarin-oriental-hotel-thamrin,False,"Tunai,Visa,Master,Debet",,"
                  Di atas Rp. 200.000 /orang
                ",Senin - Minggu (10:00 - 21:00),"Wifi,Area merokok,Area outdoor,Ruang VIP,Bisa reservasi,Area parkir,Alkohol","Pesan antar,24 Jam,100% Halal,Vegetarian",021 66676388,4.22,"4.3,3.9,3.8,4.1,4.0",
Waha Kitchen - Kosenda Hotel,Indonesia,"Kosenda Hotel, Jl. KH Wahid Hasyim No. 127, Tanah Abang, Jakarta Pusat",https://pergikuliner.com/restaurants/jakarta/waha-kitchen-kosenda-hotel-tanah-abang,False,"Tunai,Visa,Master,Debet",,"
                  Rp. 100.000 - Rp. 200.000 /orang
                ",Senin - Minggu (10:00 - 22:00),"Wifi,Area merokok,Area outdoor,24 Jam,100% Halal,Bisa reservasi,Area parkir,Alkohol","Pesan antar,Ruang VIP,Vegetarian",021 29924285,4.09,"4.2,4.2,3.6,3.9,4.0",
Penang Bistro,Malaysia,"Jl. Kebon Sirih No. 59, Menteng, Jakarta Pusat",https://pergikuliner.com/restaurants/jakarta/penang-bistro-menteng,True,"Tunai,Visa,Master,Debet",,"
                  Rp. 100.000 - Rp. 200.000 /orang
                ",Senin - Minggu (10:00 - 21:00),"Wifi,Area merokok,100% Halal,Ruang VIP,Bisa reservasi,Area parkir,Alkohol","Pesan antar,Area outdoor,24 Jam,Vegetarian",021 29528470,4.08,"4.6,4.1,4.0,4.0,4.4",
Kitchenette,"Barat,Italia","Pacific Place Mall, Lantai 1, Jl. Jenderal Sudirman, SCBD, Kebayoran Baru, Jakarta Selatan",https://pergikuliner.com/restaurants/jakarta/kitchenette-scbd,False,"Tunai,Visa,Master,Debet",,"
                  Rp. 100.000 - Rp. 200.000 /orang
                ",Senin - Minggu (10:00 - 22:00),"Wifi,Area merokok,Ruang VIP,Bisa reservasi,Area parkir,Alkohol","Pesan antar,Area outdoor,24 Jam,100% Halal,Vegetarian",082277782277,4.08,"4.1,4.4,4.0,4.2,4.3",
The Harvest,Toko Kue,"Jl. Bengawan No. 39, Wonokromo, Surabaya",https://pergikuliner.com/restaurants/surabaya/the-harvest-wonokromo,True,"Tunai,Visa,Master,Debet",,"
                  Rp. 100.000 - Rp. 200.000 /orang
                ","Senin - Jumat (09:00 - 22:00), Sabtu - Minggu (09:00 - 22:00)","Wifi,Pesan antar,Area merokok,Area outdoor,100% Halal,Bisa reservasi,Area parkir","24 Jam,Ruang VIP,Alkohol,Vegetarian",14022,4.18,"4.4,4.0,4.1,4.1,4.4",
